title,year,certificate,runtime_min,genre,rating,votes,director_star
Untitled Basketball Disney Project,,No data,0,"Adventure, Comedy, Drama            ",0.0,0,No data
Nemesis,V,No data,0,Family            ,0.0,0,No data
Supernatural Planet,,No data,0,"Game-Show, Reality-TV            ",0.0,0,No data
Bowling for Soup: Partygoers,2023 Music Video,No data,0,"Documentary, Adventure, Family            ",0.0,0,Justin Berfield
Nat Geo Lab,II 2018–2019,No data,0,Drama            ,0.0,0,Paula Stephania
The Maze,,No data,0,Documentary            ,0.0,0,No data
The 7 Toughest Days on Earth,,No data,0,"Adventure, Comedy, Family            ",0.0,0,Dwayne Fields
Explorer Academy,,No data,0,"Biography, Drama, Family            ",0.0,0,No data
Untitled Bobby Smith Jr/Disney+ Project,,No data,0,No data,0.0,0,No data
The Making of 'Lightyear',2022,No data,0,No data,0.0,0,No data
My Diaries,2020,No data,0,No data,0.0,0,Angling Sagaran
Aloha Rodeo,,No data,0,No data,0.0,0,No data
March of the Polar Bears,2021 TV Special,TV-G,1,Documentary            ,7.0,7,Alexis Barbier Bouvet
Heartfilia MacPoodle: Boots in the Night,2019 Video,TV-G,107,"Animation, Short, Drama            ",8.1,44,David Lawrence
American the Beautiful,2021,TV-PG,8,Documentary            ,6.5,6,No data
4All,2016,TV-PG,52,"Documentary, Drama            ",7.8,231,Marcelo Mesquita
The Witchverse,,TV-PG,44,"Animation, Action, Adventure            ",6.2,238,No data
The Lion King: Live from the New York City,2021,TV-PG,3,"Adventure, Drama, Family            ",6.7,1654,No data
Star Wars Bites,2019,TV-G,51,Comedy            ,6.7,714,Gominuke
Best Bite Ever,,TV-PG,89,"Comedy, Reality-TV            ",7.8,45,Katy Mixon
Untitled Croatia documentary,,TV-G,46,Documentary            ,7.1,1020,Ivan Vukovic
The Perfect Adventure,2019 TV Special,TV-PG,93,Family            ,8.2,231,Matty Limpus
Spaced Out,2018,Unrated,22,Animation            ,6.8,497,Ben Detour
The Night Market,,TV-PG,96,"Animation, Adventure, Fantasy            ",5.6,60,No data
Diary of a Wimpy Kids Rodrick Rules,,TV-G,53,"Adventure, Drama, Family            ",8.6,3035,No data
Heartfilia MacPoodle: Last Christmas,2019 Music Video,TV-G,90,"Adventure, Drama, Family            ",6.7,5426,David Lawrence
The Magical World of Disney,1954–1997,Not Rated,60,"Adventure, Drama, Family            ",8.8,3534,Ward Kimball
The Magical World of Disney,1955,TV-PG,30,"Adventure, Drama, Family            ",7.4,89,Norman Tokar
The Magical World of Disney,1954–1997,Not Rated,90,"Comedy, Drama, Family            ",5.6,369,Oz Scott
The Magical World of Disney,1962,PG,119,"Adventure, Comedy, Drama            ",2.5,35683,Oz Scott
Blossom,1954–1997,TV-PG,46,"Adventure, Drama, Family            ",8.1,7209,John Whitesell
The Wonderful World of Disney,1986,TV-G,89,"Adventure, Comedy, Drama            ",7.5,129,Euzhan Palcy
The Magical World of Disney,1954–1997,TV-G,30,"Adventure, Drama, Family            ",6.3,1424,Ward Kimball
The Wonderful World of Disney,1987,TV-G,60,"Animation, Comedy            ",8.0,4531,Ken Cameron
The Magical World of Disney,1990–1995,TV-G,90,"Adventure, Comedy, Drama            ",7.8,50,Edward M. Abroms
The Simpsons,1993,TV-G,43,"Comedy, Drama, War            ",7.6,51,Bob Anderson
The Wonderful World of Disney,1997–2005,TV-G,21,"Adventure, Drama, Family            ",7.6,45,Rob Marshall
M*A*S*H,1998,TV-G,21,"Adventure, Drama, Family            ",7.5,65,Alan Alda
The Magical World of Disney,1954–1997,TV-G,21,"Adventure, Comedy, Drama            ",7.8,53,John Tracy
The Magical World of Disney,1957,TV-G,21,"Animation, Comedy            ",7.8,49,Mick Garris
The Wonderful World of Disney,1997–2005,TV-G,21,"Adventure, Drama, Family            ",7.3,47,Rod Daniel
The Simpsons,1998,TV-G,21,"Adventure, Comedy, Drama            ",8.1,48,David Silverman
The Magical World of Disney,1954–1997,TV-G,21,"Action, Drama, Fantasy            ",8.2,47,William Beaudine
The Wonderful World of Disney,1980,TV-G,21,"Animation, Action, Comedy            ",8.3,54,Kathleen Marshall
Buffy the Vampire Slayer,1989– ,TV-G,21,"Animation, Action, Comedy            ",8.0,40,Charles Martin Smith
American Dragon: Jake Long,1995,TV-G,21,"Animation, Action, Comedy            ",7.9,44,Christian Roman
American Dragon: Jake Long,1997–2005,TV-G,21,"Animation, Action, Comedy            ",7.8,48,Christian Roman
American Dragon: Jake Long,1999,TV-G,21,"Animation, Action, Comedy            ",7.6,42,Christian Roman
American Dragon: Jake Long,1972–1983,No data,21,"Animation, Action, Comedy            ",7.7,49,Christian Roman
American Dragon: Jake Long,1983,No data,0,"Animation, Action, Comedy            ",7.9,50,Christian Roman
American Dragon: Jake Long,1954–1997,No data,0,"Animation, Action, Comedy            ",6.4,51,Christian Roman
American Dragon: Jake Long,1977,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1954–1997,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1986,No data,0,"Animation, Action, Comedy            ",0.0,0,Steve Loter
American Dragon: Jake Long,1997–2005,No data,0,"Animation, Action, Comedy            ",0.0,0,Steve Loter
American Dragon: Jake Long,2002,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1989– ,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1989,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1954–1997,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1955,No data,0,"Animation, Action, Comedy            ",0.0,0,Christian Roman
American Dragon: Jake Long,1997–2005,No data,0,No data,0.0,0,Christian Roman
American Dragon: Jake Long,2005,No data,0,No data,0.0,0,Christian Roman
American Dragon: Jake Long,2005–2007,TV-G,21,"Animation, Action, Comedy            ",7.6,47,Christian Roman
American Dragon: Jake Long,2005,TV-G,21,"Animation, Action, Comedy            ",7.4,51,Christian Roman
American Dragon: Jake Long,2005–2007,TV-G,21,"Animation, Action, Comedy            ",7.6,55,Christian Roman
American Dragon: Jake Long,2005,TV-G,21,"Animation, Action, Comedy            ",7.3,52,Christian Roman
American Dragon: Jake Long,2005–2007,TV-G,21,"Animation, Action, Comedy            ",8.0,44,Christian Roman
American Dragon: Jake Long,2006,TV-G,22,"Animation, Action, Comedy            ",7.7,57,Christian Roman
Blossom,2005–2007,TV-PG,22,"Comedy, Drama, Family            ",7.6,42,Ted Wass
Blossom,2005,TV-PG,30,"Comedy, Drama, Family            ",7.4,38,Ted Wass
Blossom,2005–2007,TV-PG,22,"Comedy, Drama, Family            ",7.7,38,Peter Baldwin
Blossom,2005,TV-PG,22,"Comedy, Drama, Family            ",7.9,39,Gil Junger
Blossom,2005–2007,TV-PG,22,"Comedy, Drama, Family            ",7.4,38,Gil Junger
Blossom,2005,TV-PG,22,"Comedy, Drama, Family            ",7.4,45,Bill Bixby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.3,37,Peter Baldwin
Blossom,1993,TV-PG,22,"Comedy, Drama, Family            ",6.9,38,Peter Baldwin
Blossom,1990–1995,TV-PG,21,"Comedy, Drama, Family            ",8.0,40,Ted Wass
Blossom,1995,TV-PG,30,"Comedy, Drama, Family            ",8.1,40,Ted Wass
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.2,99,Zane Buzby
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.8,82,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.3,37,Ted Wass
Blossom,1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,44,John Whitesell
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,45,John Whitesell
Blossom,1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,43,John Whitesell
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.9,43,Bill Bixby
Blossom,1992,TV-PG,21,"Comedy, Drama, Family            ",7.2,39,Peter Baldwin
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.7,41,Ted Wass
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.1,61,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,36,Gil Junger
Blossom,1994,TV-PG,21,"Comedy, Drama, Family            ",7.6,42,Joe Bergen
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",7.2,44,Zane Buzby
Blossom,1993,TV-PG,21,"Comedy, Drama, Family            ",6.8,46,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",8.2,37,Peter Baldwin
Blossom,1993,TV-PG,22,"Comedy, Drama, Family            ",7.3,45,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.2,36,Gil Junger
Blossom,1991,TV-PG,23,"Comedy, Drama, Family            ",7.2,52,Zane Buzby
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",6.7,47,Zane Buzby
Blossom,1991,TV-PG,21,"Comedy, Drama, Family            ",7.7,44,Zane Buzby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.0,41,Bill Bixby
Blossom,1994,TV-PG,30,"Comedy, Drama, Family            ",7.5,53,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.6,38,Bill Bixby
Blossom,1993,TV-PG,30,"Comedy, Drama, Family            ",7.6,115,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.5,43,Zane Buzby
Blossom,1993,TV-PG,23,"Comedy, Drama, Family            ",7.7,35,Ted Wass
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.0,44,Zane Buzby
Blossom,1993,TV-PG,22,"Comedy, Drama, Family            ",7.8,35,Bill Bixby
Blossom,1990–1995,TV-PG,21,"Comedy, Drama, Family            ",7.9,41,Bill Bixby
Blossom,1993,TV-PG,21,"Comedy, Drama, Family            ",8.3,42,Peter Baldwin
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",8.0,40,Bill Bixby
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.7,44,Zane Buzby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.5,39,Bill Bixby
Blossom,1993,TV-PG,0,"Comedy, Drama, Family            ",7.8,49,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.2,46,Ted Wass
Blossom,1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,37,Bill Bixby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.8,74,Zane Buzby
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.8,44,Bill Bixby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.8,42,Joe Bergen
Blossom,1991,TV-PG,22,"Comedy, Drama, Family            ",7.6,37,Ted Wass
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",8.0,45,Bill Bixby
Blossom,1993,TV-PG,21,"Comedy, Drama, Family            ",7.1,41,Bill Bixby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.3,48,Zane Buzby
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.4,38,Gil Junger
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",7.5,40,Bill Bixby
Blossom,1992,TV-PG,23,"Comedy, Drama, Family            ",7.4,43,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.8,48,Zane Buzby
Blossom,1993,TV-PG,22,"Comedy, Drama, Family            ",7.2,50,Zane Buzby
Blossom,1990–1995,TV-PG,21,"Comedy, Drama, Family            ",7.8,35,Peter Baldwin
Blossom,1992,TV-PG,23,"Comedy, Drama, Family            ",7.6,74,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,41,Bill Bixby
Blossom,1991,TV-PG,22,"Comedy, Drama, Family            ",7.8,40,Bill Bixby
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",8.0,36,Ted Wass
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.9,48,Zane Buzby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.6,52,Zane Buzby
Blossom,1992,TV-PG,22,"Comedy, Drama, Family            ",7.8,56,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.9,42,Allan Katz
Blossom,1991,TV-PG,22,"Comedy, Drama, Family            ",7.8,35,Gil Junger
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.8,35,Bill Bixby
Blossom,1991,TV-PG,30,"Comedy, Drama, Family            ",8.1,40,Bill Bixby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.7,35,Gil Junger
Blossom,1991,TV-PG,21,"Comedy, Drama, Family            ",7.8,58,Zane Buzby
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",7.8,35,Bill Bixby
Blossom,1994,TV-PG,22,"Comedy, Drama, Family            ",7.6,41,Ted Wass
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.5,42,Zane Buzby
Blossom,1991,TV-PG,22,"Comedy, Drama, Family            ",7.1,40,Bill Bixby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.2,44,Zane Buzby
Blossom,1993,TV-PG,30,"Comedy, Drama, Family            ",8.0,41,Ted Wass
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.7,37,Gil Junger
Blossom,1993,TV-PG,30,"Comedy, Drama, Family            ",7.7,46,Zane Buzby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.8,41,Zane Buzby
Blossom,1995,TV-PG,22,"Comedy, Drama, Family            ",7.5,39,Bill Bixby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.6,45,Zane Buzby
Blossom,1992,TV-PG,30,"Comedy, Drama, Family            ",8.0,52,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.3,41,Bill Bixby
Blossom,1991,TV-PG,22,"Comedy, Drama, Family            ",7.7,43,Ted Wass
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.4,40,Bill Bixby
Blossom,1991,TV-PG,22,"Comedy, Drama, Family            ",7.1,43,Zane Buzby
Blossom,1990–1995,TV-PG,30,"Comedy, Drama, Family            ",7.8,35,Ted Wass
Blossom,1995,TV-PG,23,"Comedy, Drama, Family            ",7.4,59,Zane Buzby
Blossom,1990–1995,TV-PG,23,"Comedy, Drama, Family            ",7.5,43,Zane Buzby
Blossom,1995,TV-PG,21,"Comedy, Drama, Family            ",7.2,44,Zane Buzby
Blossom,1990–1995,TV-PG,22,"Comedy, Drama, Family            ",7.5,37,Gil Junger
Blossom,1993,TV-PG,22,"Comedy, Drama, Family            ",8.0,40,Gil Junger
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",8.3,2969,Michael Gershman
Buffy the Vampire Slayer,2000,TV-14,42,"Action, Drama, Fantasy            ",7.8,2207,David Solomon
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",7.1,2211,David Solomon
Buffy the Vampire Slayer,2001,TV-PG,60,"Action, Drama, Fantasy            ",8.4,3366,Joss Whedon
Buffy the Vampire Slayer,1997–2003,TV-PG,45,"Action, Drama, Fantasy            ",8.5,3901,Scott Brazil
Buffy the Vampire Slayer,2001,TV-PG,60,"Action, Drama, Fantasy            ",7.9,3484,Joss Whedon
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",6.6,2319,Douglas Petrie
Buffy the Vampire Slayer,1998,TV-PG,60,"Action, Drama, Fantasy            ",6.6,3255,David Greenwalt
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",8.3,3192,Michael Lange
Buffy the Vampire Slayer,1997,TV-PG,60,"Action, Drama, Fantasy            ",8.7,3591,Michael Lange
Buffy the Vampire Slayer,1997–2003,TV-PG,43,"Action, Drama, Fantasy            ",8.1,2559,David Grossman
Buffy the Vampire Slayer,1998,TV-PG,60,"Action, Drama, Fantasy            ",8.2,2447,David Grossman
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",7.6,3104,James Whitmore Jr.
Buffy the Vampire Slayer,2002,TV-PG,60,"Action, Drama, Fantasy            ",9.1,3791,Joss Whedon
Buffy the Vampire Slayer,1997–2003,TV-PG,44,"Action, Drama, Fantasy            ",9.5,4544,Joss Whedon
Buffy the Vampire Slayer,1998,TV-PG,60,"Action, Drama, Fantasy            ",6.1,3413,David Solomon
Buffy the Vampire Slayer,1997–2003,TV-PG,41,"Action, Drama, Fantasy            ",7.8,2292,Nick Marck
Buffy the Vampire Slayer,1999,TV-PG,60,"Action, Drama, Fantasy            ",8.8,3832,James A. Contner
Buffy the Vampire Slayer,1997–2003,TV-14,60,"Action, Drama, Fantasy            ",8.3,2544,Michael Gershman
Buffy the Vampire Slayer,1998,TV-PG,42,"Action, Drama, Fantasy            ",7.7,2012,David Grossman
Buffy the Vampire Slayer,1997–2003,TV-PG,42,"Action, Drama, Fantasy            ",7.7,3009,David Solomon
Buffy the Vampire Slayer,2001,TV-PG,60,"Action, Drama, Fantasy            ",8.4,2609,Nick Marck
Buffy the Vampire Slayer,1997–2003,TV-PG,43,"Action, Drama, Fantasy            ",8.2,3005,James A. Contner
Buffy the Vampire Slayer,2001,TV-14,43,"Action, Drama, Fantasy            ",9.3,4295,Joss Whedon
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",8.3,3037,Michael Gershman
Buffy the Vampire Slayer,1998,TV-PG,42,"Action, Drama, Fantasy            ",8.9,3150,Nick Marck
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",8.6,2708,Daniel Attias
Buffy the Vampire Slayer,1998,TV-PG,44,"Action, Drama, Fantasy            ",7.5,3128,James Whitmore Jr.
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",7.5,2165,James A. Contner
Buffy the Vampire Slayer,1998,TV-14,41,"Action, Drama, Fantasy            ",8.6,2186,Michael Gershman
Buffy the Vampire Slayer,1997–2003,TV-PG,60,"Action, Drama, Fantasy            ",7.7,2860,James A. Contner
